InstanceId,Label,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,TotalEvents
02035442-2009-4937-8942-ffb4ffd2d8ac,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
020e5219-0964-42d8-82ed-e1c60a9ee602,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
02162715-e3b2-451f-aa4a-c0888ef3d4b4,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
02c66937-ad70-4e48-9377-4d8324d1f935,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
02e637b2-3deb-4853-ba11-170535b8212a,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
02efdf3e-0370-4f3d-9e06-1db6909a4361,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
02fd9367-317c-4c60-8b01-c1fe0348782d,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0324dafb-fa8e-4b81-8c86-78adae660dca,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
034a569c-5268-4c81-bbdf-a43569c35f3a,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
03538aa1-9656-4c60-b954-1c6727243fac,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
03693dd0-1026-43c6-b419-700e85d02566,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
03b4f514-cda4-4645-b67c-b26f66d85f7d,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
03ce6eab-9ab4-48b2-8133-9ec26e454494,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
03ec4fd0-ab77-4e35-a26d-9490311dfdec,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
04058165-4f55-481d-8c9f-27ac68c907d1,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
04238f41-6500-415f-8071-87fefa975150,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
043a5078-78be-49ad-9872-b42f870afbf6,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
043c5367-3a60-4b62-96b9-75d80d36eb05,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
04641a4f-58b2-4032-ab8d-6eb435bd4b3e,Normal,1,3,6,0,1,6,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,24
04825ff2-4793-4c04-adac-0d273f864d1b,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0486277f-f161-4e65-b863-8a9247e5e3f5,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
04a120f7-5c1f-4425-a1bc-e43d1e75afbc,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
04b0741f-196e-4b53-8a2a-b0de142fb9fd,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
04c65943-bc2c-4bfa-bc86-009c3e98ad0e,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,1,0,26
04c96eea-5666-4c95-bc33-bebd1c0d2f39,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
04f10ff4-a5fb-4e37-b8cf-c7a6efc242f4,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
04f61cf7-b995-4632-88a7-8b2b56305fb7,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
04fbe775-607f-4727-a598-3983b58a5f18,Anomaly,0,3,1,0,6,5,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,26
0514f006-24ed-42b9-ba0f-8d812f4797b1,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
053a4b8b-46ee-4f6a-8217-50098cc1ae6c,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
056202ea-1fa1-4580-b602-e4447467bf3b,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0599568a-9748-4e99-8f08-e83d579d8368,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
05aab6c8-0298-43a3-b439-102d389a632d,Anomaly,0,3,1,0,6,3,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,24
05b719aa-fa68-4186-b468-c041a06613a7,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
05f0dc94-738c-4869-bd0d-0fa1f03513ea,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0612cc93-5b9e-43b3-a988-2b2bf42b9136,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
06429e10-deac-47e0-847a-055905265440,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
064735e0-539f-408a-aa53-0b52075309a5,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0678f207-03f4-48df-a9b6-f1824feb0af1,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
06871f64-478b-4646-8035-dbc786f9258e,Normal,1,3,6,0,1,6,1,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,26
06a31a3b-9b96-420d-98ba-3afe7ef4a14c,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
06bcdfd1-249b-46bb-9d5c-fb1553e4e341,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
06e105cd-7804-45fd-8c18-323780bfb7ed,Normal,1,3,6,0,1,6,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,24
072ee339-469e-4fc7-a63b-76ae84e40468,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
07560d15-d909-48bd-97e5-cd56f9de0a58,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
083580d9-463b-4189-b7ad-83e91ebe6867,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
083627ea-5f1b-4cd3-95d6-b7b7257a0272,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0848507e-4a2e-4d97-b8b5-6e2551687d8a,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
088ea333-ac9a-4c2e-86da-5064e7e18b12,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
08bd5da7-88b7-421f-8318-81f443033d1d,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,26
08bfce57-13f5-49bf-9a0f-8c3001f58fdb,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
093ff0cd-f053-4927-ba78-a8b1e13a5f47,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
09436737-ac91-4071-aaf4-1cf8068fcfa4,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
09582bb6-9a16-4fbc-a1ee-418dbecd080c,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
095fe68d-69b3-4beb-8c71-f7b76b37669a,Normal,1,3,6,0,1,6,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,24
09658381-190b-4ff1-a1c0-1e7a6742187e,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,26
0976cc7c-dc1f-4a01-bddd-710335851fee,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
09975eb4-ab33-4aa6-972d-1056c94211a3,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
09b07bc6-6b59-42f3-b652-ec5cfc43a925,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
09b16dc8-aa23-4b2d-960f-509bba61c002,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
09b36617-edcb-44ec-98a6-f7b6e3739814,Normal,1,3,6,0,1,6,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,24
09b7ff78-c305-473d-acc8-da3b23f5aaa9,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
09bb4ac8-227b-4069-9a9e-28dc7ecd39d3,Normal,1,3,6,0,1,6,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,24
09d0f62d-7fe1-4cfa-9fde-41b9e9cd3c23,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
09e74992-da6d-4111-861e-6d22bbf91fdc,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
09f9361e-0317-4e3f-8b65-4ed3b94c9369,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0a15cc92-d0d1-4d2b-974d-8600f216f38b,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0a1ffa47-9f64-42f7-8841-70e95eec6f5f,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0a62b1b7-4d7c-4b79-baee-39af916b2a50,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0a70545a-f24f-4d5d-82f0-accbf3574b49,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0a7bd0ce-60f8-4120-a465-590337540b94,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0a864310-1fb8-4680-be82-9e1a1c8fd880,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0a9166ef-a294-48ca-bab2-83fb87906108,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0aa9aa4a-8a23-4c4e-864b-5d5a60713a87,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0ab0fcd4-1a88-46f1-b007-e0e07b9399a3,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
0ab15104-831b-4a67-bb20-6e3d407b1cdb,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0abb39e3-04b7-4f7f-bd3c-be9c84e9da38,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0b058ca8-a3b0-444c-bb6e-c8eb1b7a71b7,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
0b1b8795-faad-4f14-aabf-a06aa4c818cf,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0b1e0b42-6bab-4dea-90cf-a8ad2a737a8a,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0b327a91-f2ed-4757-a4ed-1718f13266c0,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0b6043cc-82fc-422a-87f2-11772af8f038,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0b7c4c14-f9cf-4545-8dbe-88f28d8dc252,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0b81555d-06cd-45dd-b507-4426846b92bd,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0b87c6a5-1d1d-4f75-9e41-d226c576c889,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0b997993-29df-4b07-bcc7-093231fd673e,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0ba1606d-c794-4a12-9b9f-d165ca44f66c,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0bc92ad6-8385-4e9c-8237-a212379f2420,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0bdad9cf-5758-4ca0-89c4-db5de0fbbc1e,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0c00aa0a-aa89-4853-8b8b-dec763187de3,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0c1885fe-0b99-4e6d-af99-b36211d73357,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0c1cd391-b4ff-46a0-b9bf-eb39bd9aa741,Normal,0,6,3,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,24
0c28eea9-14ec-4f20-ad24-1cf8a2c5975d,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0c2af071-4e7b-49f0-925d-fa7ae30a9eb3,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
0c63034a-4573-4eef-ae1a-1e70e31b325e,Normal,1,3,6,0,1,6,1,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,26
0ca7d195-0715-4c5c-a603-04fa1cf2fc83,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
0cd49867-c430-4814-ade8-a58f9901b0c7,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0d05e0d1-a5a4-4bfb-b792-caa3039d2ff7,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0d130f2e-81f4-4651-866d-ed638e6780eb,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0d14f37e-0dac-4704-b76a-da96098d34cf,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0d54461f-be66-4399-9f74-0486429cff1a,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0d9b61f2-66a7-4fe0-ae0e-bbbd6434f3e1,Normal,1,3,6,0,1,6,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,24
0db4a6fa-b5c8-42e3-990b-639cf11edc69,Normal,0,6,3,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,24
0e1018f3-c52c-4be0-b50d-daa810e5d589,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0e12034d-d7e5-4a81-a431-9cd10b6e8ccd,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0e37ce8f-4b60-4a34-81d1-c18c95853449,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0e82c7d7-20b4-447b-bfc9-421f9fec579d,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0e893750-3717-47a4-bd6c-de29e42d9d21,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0e9f983c-5eab-4759-ada8-ce24944c56a8,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0ea00f20-83ee-4f96-a060-5bf256cb477d,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0eb5f495-5368-4594-9dbf-cd545aaab311,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0ec0b7b3-0046-4722-9257-9a87cf0aa20f,Normal,1,3,6,0,1,6,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,24
0ec63168-2016-4294-ab6d-4100b6a848aa,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
0f002026-5780-4179-af54-1a0afc53c786,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0f079bdd-4117-4f6a-8b49-f3fb720b483c,Normal,1,0,0,0,0,2,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,11
0f1594b9-2719-4e31-9cf9-d3d7bd30cc94,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0f1da5b1-a098-4ebd-a0db-1c62e12e09b2,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,26
0f2e057f-ba18-46b3-8b29-fa8141161361,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0f3cf877-c7b0-4300-a738-ca9954a9f85f,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
0f95a335-07a5-42e3-bf6f-085465246f54,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0f9f3b40-9840-42db-aa50-b42e6c4f0dc4,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0fab5cb5-b8a4-4a0e-a459-bfa83326e51f,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
0fef72ac-5a28-40d8-98ad-dcfe55665880,Normal,1,3,6,0,1,6,1,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,24
1014cb64-d912-4905-891f-28b4211fe12a,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
10a499d0-89c0-48d3-a8f7-bd1ce1880898,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
10abf417-ea9f-4f28-a9cc-458c51e42208,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
1109ca3b-4491-4437-ba5a-7151cf43d43e,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
11256989-eb14-462a-a975-7d74696855dd,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
112d1263-e418-471a-ae30-75c310d3b844,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
112e18db-92ec-43f0-9a5e-8f58b868d02b,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
115a7e9a-93e9-4b38-81be-1798e47462b8,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
11725358-1898-4443-98db-4ee5642f9f9e,Anomaly,0,3,1,0,6,4,0,0,0,2,1,0,0,1,0,1,6,0,0,0,0,0,0,25
12220a65-37fe-4a7f-8c9f-fa1a9812f4da,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
12375068-8e99-4baa-ae7c-7d558b6627bd,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
127e769a-4fe6-4548-93b1-513ac51e0452,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
12810dab-abca-497a-934f-d31d11241d26,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
12b24445-8d3c-429b-a2c3-ff41bd035a61,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
12c798af-dfa8-4b03-96b3-86fe8c63702d,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
12cb2c32-1253-414f-a5df-a04f1fa88b81,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
12cddf69-5462-4d51-848d-91c0e9269b88,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
132ba81a-b6db-4791-9d70-0210d555d889,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
13303fd6-9be4-4084-9a14-60b9070a1071,Anomaly,0,3,1,0,6,4,0,0,0,2,1,1,0,1,0,1,6,0,0,0,0,0,0,26
13493046-50d1-42b3-ac53-400583f11bab,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
13b4689e-7f96-40a3-89a5-31d8e72a4113,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
13b847e2-e0aa-4f69-a62b-ed11ea1f2ae8,Normal,0,6,3,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,24
13d0f901-02c6-4a0b-80f3-e9ffc9a89876,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
13dc5573-acfc-4eff-add9-797882067e96,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
13e93e3d-f425-4ae0-a82a-cca8f32c26c1,Normal,0,6,4,0,0,3,0,2,1,0,0,1,0,1,6,1,0,0,0,0,0,0,0,25
14232d60-ebeb-4ddc-8759-454d0a08798a,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
1490d57a-4485-4444-9f1d-586bbaf8b4d3,Normal,1,3,6,0,1,6,1,1,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,25
